"locality","species_richness","gbif_records","latitude","longitude"
"Edificio Paola Andrea","4","4","3.4877","-76.51282"
"La Italia, Reserva Natural de la Socieda Civil La Esperancita","4","4","4.084229","-76.39735"
"Vereda Barcelona Baja, Finca Calamar, Punto de censo 3","4","4","4.784167","-75.933889"
"Sierra Morena, Caicedonia","4","4","4.393075","-75.81392"
"CALI - RIO BRAVO","4","4","3.887899","-76.59605"
"Vereda Chicoral, Municipio La Cumbre, Corregimiento Bítaco","4","4","3.5746","-76.58185"
"Comensal Temperadero","4","4","3.644591","-76.576675"
"Bajo Calima - Via a Málaga","4","4","3.974955","-77.04589"
"La Devora, Reserva Natural de la Sociedad Civil La Cascada","4","4","4.20148","-76.41657"
"Villa Crispeta","4","4","3.501028","-76.5824"
"La Cumbre-Restrepo, Valle del Cauca, CO (3,678, -76,586)","4","4","3.677892","-76.58566"
"El Carmen, Valle del Cauca, CO (3,554, -76,649)","4","4","3.554403","-76.648705"
"Vereda El Paraiso, Finca La Delia, Punto de censo 16","4","4","4.704722","-75.815"
"Vereda El Paraiso, Finca La Delia, Punto de censo 17","4","4","4.695278","-75.810833"
"Parque Farallones - Valle del Cauca, CO (3.374, -76.62)","4","4","3.374205","-76.62025"
"Vereda El Paraiso, Finca La Delia, Punto de censo 4","4","4","4.704722","-75.815"
"Vereda El Paraiso, Finca La Delia, Punto de censo 9","4","4","4.7225","-75.820833"
"Sendero Acueducto Acuabuitrera","4","4","3.362634","-76.60667"
"Vereda El Peón","4","4","3.321588","-76.58144"
"CO-Valle del Cauca-Cali-Vía a Felidia - 3,455x-76,635","4","4","3.45517","-76.63518"
"El Cedro - Vereda La Cajita","4","4","3.452404","-76.61739"
"Auto selected 3.25197, -76.57364","4","4","3.251971","-76.57365"
"Casa M�quinas","4","4","3.881833","-76.588585"
"San Vicente - La Irlanda","4","4","3.279405","-76.646863"
"El Danubio La Cascada Vía A Agua Clara, CO (3.619, -76.904)","4","4","3.618835","-76.903915"
"Vereda Juntas - Ginebra","4","4","3.769175","-76.1651"
"(3,574, -76,573)","4","4","3.573589","-76.57318"
"Vereda Remolinos","4","4","3.92847","-76.47431"
"Villa Luzandi","4","4","4.667923","-75.78272"
"(3,3674,-76,5463)","4","4","3.367445","-76.546265"
"Avenida 4 Oeste, Cali, CO (3.507, -76.622)","4","4","3.507045","-76.621506"
"Bosque Santa Bárbara. Vereda La Albania","4","4","3.8","-76.5"
"road km-18 dapa","4","4","3.530335","-76.61237"
"Road below Dona Dora to waterfall.","4","4","3.52912","-76.743004"
"Reserva Los Yarumos, CO (3,442, -76,636)","4","4","3.441979","-76.636215"
"RNSC Tierra Blanca & El Tesoro (Atuncela, Dagua)","4","4","3.74116","-76.676094"
"Iridosornis Spot","4","4","3.530028","-76.749275"
"621 Carrera 5, El Cairo, Valle del Cauca, CO (4.762, -76.222)","4","4","4.761534","-76.22248"
"Auto selected 4.65851, -75.73086","4","4","4.658514","-75.73086"
"El Nido, Valle del Cauca, CO (3.452, -76.648)","4","4","3.451744","-76.64793"
"Peñas Blancas, Valle del Cauca","4","4","3.409534","-76.65448"
"Humedal Madre Vieja Videles","4","4","3.775682","-76.39414"
"Villa Cielo Pance","4","4","3.335323","-76.634796"
"Vereda Tanques, Finca Guayabo, Punto de censo 8","4","4","4.725833","-75.895833"
"10 ene. 2020 12:34 p. m.-3.529, -76.617","4","4","3.528514","-76.61675"
"Cervatana","4","4","3.934472","-76.53333"
"Bosque de san fernando","4","4","3.432871","-76.54876"
"Bosque de San Antonio/km 18 - 3.491x-76.628 - dic 25, 2016 06:10","4","4","3.491403","-76.6282"
"Vereda Villa Rosa, Finca La Hacienda, Punto de censo 12","4","4","4.815556","-76.135833"
"Zanjón del Burro","4","4","3.358072","-76.54435"
"Vereda Villa Rosa, Finca La Hacienda, Punto de censo 16","4","4","4.815556","-76.135833"
"Vereda Villa Rosa, Finca La Hacienda, Punto de censo 17","4","4","4.825278","-76.146111"
"Bosque de Neblina B&B","4","4","3.491437","-76.62774"
"Vereda Villa Rosa, Finca La Hacienda, Punto de censo 8","4","4","4.803889","-76.163611"
"Vereda Villa Rosa, Finca La Hacienda, Punto de censo 9","4","4","4.820278","-76.153333"
"Bosque de la niebla","4","4","3.462113","-76.65963"
"Versalles -- Serranía de los Paraguas","4","4","4.564255","-76.18637"
"""Hacienda Guarinó, humedal Guarinó""","4","4","3.120677","-76.563412"
"Anahauc Hotel Feeders, Pance, Valle del Cauca, CO (3.329, -76.642)","4","4","3.32853","-76.641556"
"Auto selected 3.57277, -76.55213","4","4","3.572768","-76.55213"
"Vía a Borrero Ayerbe, Cali CO-Valle Del Cauca 3.53121, -76.62009","4","4","3.531208","-76.620094"
"Rio Pance","4","4","3.319804","-76.547005"
"Ciat - Centro Internacional De Agricultura Tropical","4","4","3.516647","-76.341293"
"Río Lili--Ciudad Jardín margen izquierdo","4","4","3.367356","-76.53874"
"Bosque Alto Cielo - El Cairo Valle","4","4","4.74932","-76.19175"
"El Rosario, Valle del Cauca, CO (3.375, -76.595)","4","4","3.375111","-76.59503"
"Ciguatá","4","4","3.624072","-76.694247"
"Finca Farallones","4","4","3.77516","-76.120964"
"Río Bravo","4","4","3.880467","-76.571655"
"Vía al Boleo, Valle del Cauca, CO (3,955, -76,474)","4","4","3.955015","-76.47403"
"Barrio Pance, Caa'as Gordas No. 118-1 a 118-99","4","4","3.34995","-76.53096"
"Embalse de Guacas/Sara Brut","4","4","4.336698","-76.24902"
"Enclave de bosque seco, Finca La Profunda - Complejo de Páramos Chilí Barragán","4","4","4.07919","-75.85038"
"Club Del Departamento La Vorágine Pance","4","4","3.344901","-76.58773"
"Potrerillo; Palmira","4","4","3.55618","-76.20639"
"Predio Brasilia","4","4","3.45035","-76.62845"
"Predio El Acuario, Vereda San Antonio, Municipio Sevilla","4","4","4.203419","-75.928795"
"Alto del Río Pance, El Topacio","4","4","3.33194","-76.63844"
"Vía Potrerito-San Antonio, Valle del Cauca, CO (3.21, -76.644)","4","4","3.210185","-76.643845"
"Vía sin nombre, Valle del Cauca, CO (3,366, -76,607)","4","4","3.366022","-76.60655"
"Estación biológica universidad Icesi, estación interior","4","4","3.501967","-76.62915"
"Reserva Sociedad Civil Peña Lisa Palmira Valle del Cauca, CO (3.547, -76.079)","4","4","3.54719","-76.07914"
"Vía sin nombre, Valle del Cauca, CO (3,547, -76,584)","4","4","3.547324","-76.58438"
"Vía sin nombre, Valle del Cauca, CO (3.581, -76.557)","4","4","3.581115","-76.55737"
"CO-Valle Del Cauca-Santiago de Cali - 3,3484x-76,5688 - 30/12/2015 6:52","4","4","3.348379","-76.56877"
"CO-Valle del Cauca-Ansermanuevo-El Cairo - 4.791x-76.151","4","4","4.79104","-76.15106"
"760507, Santiago De Cali CO-Valle Del Cauca 3.52199, -76.52695","4","4","3.521994","-76.52695"
"CO-Valle Del Cauca-Roldanillo - PARQUE DE LA UVA - 4.5275x-76.0896 - Feb 12, 2017, 15:40","4","4","4.527482","-76.089615"
"Predio El Indio, vereda La Soledad, municipio Bolívar","4","4","4.30721","-76.25285"
"Reserva natural Río y Paz, Valle del Cauca, CO (3,459, -76,645)","4","4","3.459403","-76.644775"
"Quebrada El Encanto, Valle del Cauca, CO (3.336, -76.616)","4","4","3.335971","-76.61639"
"Quebrada Pericos--path to public access waterfall near road","4","4","3.843161","-76.791176"
"CO-Valle del Cauca-Cali-1282-128168 Calle 11 - 3.33x-76.541","4","4","3.329773","-76.54124"
"CO-Valle del Cauca-Dagua - Vía Finca Tokio.","4","4","3.515132","-76.70898"
"Reserva Kantu -Pichinde","4","4","3.448261","-76.62307"
"Predio La Argelia, vereda Alto San Marcos, municipio Sevilla","4","4","4.227452","-75.906906"
"CO-Valle del Cauca-Calima - 3.895x-76.633 - Feb 21, 2017 19:33","4","4","3.894583","-76.63278"
"Reserva Ecológica Kantú","4","4","3.448166","-76.621635"
"CO-Valle del Cauca-Jamundí - 3.257x-76.591 - 13 may. 2017 09:08","4","4","3.257065","-76.59102"
"Reserva Natural Bonanza 3.251x-76.651 - ene. 22, 2017 10:21 AM","4","4","3.250618","-76.65054"
"CO-Valle Del Cauca-Cali (3,5284,-76,6175)","4","4","3.528398","-76.617485"
"CO-Valle del Cauca-El Cairo - 4,747x-76,29 - 3/02/2016 9:55 a. m.","4","4","4.747387","-76.289566"
"CO-Valle del Cauca-Cali - 3.33x-76.653 - Sep 11, 2016 10:09","4","4","3.330409","-76.65315"
"Unnamed Road, Valle del Cauca, CO (3.546, -76.566)","4","4","3.545648","-76.566475"
"Buenaventura, Valle del Cauca, CO (3.531, -76.744)","4","4","3.530632","-76.74394"
"Cascada,La Palmera","4","4","4.01614","-76.499867"
"El Descanso al Danubio + 2 Kms","4","4","3.589698","-76.82988"
"Vereda La Estrella, Punto de censo 13","4","4","4.828889","-76.214722"
"Parque Nacional Farallones de Cali -- La Peña","4","4","3.43005","-76.66765"
"(4,825, -76,059)","4","4","4.825218","-76.0587"
"Km 55 vía antigua Cali-Buenaventura (1000-1200 msnm)","4","4","3.609063","-76.83525"
"km 55 vía al mar","4","4","3.57914","-76.78203"
"Vereda La Soledad, Bosque El Indio","4","4","4.30721","-76.25285"
"El Dovio-Versalles, Valle del Cauca, CO (4.554, -76.176)","4","4","4.554032","-76.176"
"Sabaletas Buenaventura Valle del Cauca, CO (3,799, -76,974)","4","4","3.798795","-76.97355"
"Avenida Los Cerros Vía La Voragine, Valle del Cauca, CO (3,345, -76,553)","4","4","3.345192","-76.55303"
"Vereda Puerto Buga","4","4","3.8846","-76.501138"
"Ruta Calima Darien, Valle del Cauca, CO (3,938, -76,453)","4","4","3.937933","-76.45342"
"Vereda Puerto Buga.","4","4","3.8846","-76.501138"
"km 18 Avenida 4 Oeste, Cali, Valle del Cauca, CO (3,539, -76,606)","4","4","3.53927","-76.60611"
"El finco","4","4","3.496818","-76.61218"
"Km 18 adelante de Zingara","4","4","3.543407","-76.599205"
"Unnamed Road, Valle del Cauca, CO (4.396, -75.834) La Pelusa.Caicedonia","4","5","4.395777","-75.8338"
"Colombia, Valle, La Cumbre, Finca La Chacra en la Cumbre","4","5","3.665827","-76.580696"
"Vereda Jiguales.","4","5","3.8836","-76.46108"
"Finca Bella Vista","4","5","3.532888","-76.75073"
"Valle del Cauca, CO (3.585, -76.092)","4","5","3.584841","-76.092125"
"RNSC La Castalia","4","5","4.34543","-75.80547"
"Peñas Blancas Cerca Al Danubio, Valle del Cauca, CO (3.418, -76.656)","4","5","3.418497","-76.65614"
"Vereda El Paraiso, Finca La Delia, Punto de censo 11","4","5","4.695278","-75.810833"
"Predio El Paraíso","4","5","4.6662","-75.7441"
"Yotoco","4","5","3.87561","-76.44225"
"Fausadan finca","4","5","3.737812","-76.67789"
"PNN Farallones de Cali - Las Cuerdas","4","5","3.33045","-76.6899"
"CO-Valle Del Cauca-Santiago de Cali - 3,5572x-76,5436 - 15/08/2015 5:48 p.m. Dapa, Las Flechas","4","5","3.557211","-76.54357"
"Predio La Castalia","4","5","4.3454","-75.8055"
"Vereda Tanques, Finca Guayabo, Punto de censo 1","4","5","4.717778","-75.887778"
"Cali--Rio Cali near Hostal Santa Rita","4","5","3.452294","-76.55112"
"Buenaventura, Valle del Cauca, CO (3.592, -76.838)","4","5","3.592216","-76.83794"
"Alta San Jose del Salado, Valle del Cauca, CO (3.571, -76.73)","4","5","3.570849","-76.72989"
"Vegas de Comfandi","4","5","3.379553","-76.50587"
"Parque Nacional Natural Uramba Bahía Málaga","4","5","4.00623","-77.20921"
"R.N El Encantó, El Dovio (Valle) (4.489, -76.274)","4","5","4.48919","-76.273636"
"Valle del Cauca, CO (3.451, -76.659)","4","5","3.451252","-76.65961"
"Colegio Colombo Britanico","4","5","3.335464","-76.54312"
"Valle del Cauca, CO (4,29, -76,206)","4","5","4.290114","-76.206"
"Finca de Don Alberto","4","5","3.675664","-76.198814"
"Unnamed Road, Valle del Cauca, CO (3.537, -76.568)","4","5","3.537178","-76.568405"
"35 Calle 14, Cali, Valle del Cauca, CO (3.363, -76.537)","4","5","3.362753","-76.53674"
"RNSC El Paraíso","4","5","4.665483","-75.743996"
"La Paz","4","5","3.535866","-76.5878"
"Vía galápagos - Vereda el Pacífico","4","6","4.825274","-76.19272"
"Laguna Guasiruma","4","6","3.930806","-76.687861"
"Vía Museo","4","6","3.938804","-76.49408"
"Vereda La Cabaña, Finca Familia Herrera, Punto de censo 16","4","6","4.901417","-76.032389"
"San Miguel (3.4992, -76.6056)","4","6","3.4992","-76.6056"
"Predio Casa Brava","4","6","4.3607","-75.8435"
"Vereda La Playa","4","6","3.94625","-76.46361"
"(3,244, -76,586)","4","6","3.243866","-76.5865"
"ruta los Andes","4","6","3.429452","-76.63035"
"Unnamed Road, Valle del Cauca, CO (3.476, -76.191) Reserva Nirvana","4","6","3.475716","-76.19109"
"Sendero Antigua Servidumbre La Grecia (3.958, -76.48)","4","6","3.957829","-76.479805"
"Predio Indumil","4","6","3.901494","-77.00401"
"Felidia","4","6","3.466667","-76.6515"
"Colombia Alto Pance","4","6","3.331099","-76.64543"
"Vereda Regaderos","4","6","3.632694","-76.108472"
"Predio La Llorosa","4","6","3.67575","-76.089778"
"La Mina","4","6","4.060563","-75.775604"
"Cerro El Inglés","4","6","4.759442","-76.213116"
"Predio San José La Cabaña","4","6","4.6914","-75.7393"
"RNSC San José De La Cabaña - Ulloa","4","6","4.691538","-75.734726"
"Tablones - Valle del Cauca-Predio","4","6","3.605382","-76.19203"
"Via Bitaco Puente Palo, Bitaco, Valle del Cauca, CO (3,61, -76,598)","4","6","3.610295","-76.5976"
"RNSC CasaBrava","4","6","4.360701","-75.84347"
"Carretera Cementos Argos(3.359, -76.566)","4","6","3.359094","-76.56606"
"Vereda Tribunas","4","6","3.93447","-76.533333"
"Tandil Calle 2, Valle del Cauca, CO (4.325, -75.834)","4","6","4.32475","-75.834274"
"Finca La Lola - Vereda El Brillante","4","6","4.754628","-76.24976"
"CO-Valle Del Cauca-Bolívar (4,4728,-76,2669)","4","6","4.472787","-76.26694"
"Valle, mpio. de Argelia, Las Brisas","4","7","4.78023","-76.1512"
"Finca Hábitats BSA Freddy Hoyos La Elvira Cali valle del Cauca","4","7","3.519433","-76.59753"
"Sector La Punta","4","7","3.897861","-76.636583"
"Corregimiento El Mestizal, Bugalagrande. Valle del Cauca.","4","7","4.221526","-76.16291"
"Sendero Agroecológico Los Bolos (3,4694,-76,3313)","4","7","3.469361","-76.33126"
"Buenavista","4","7","4.815353","-76.179773"
"Mira Valle alto Bonito","4","7","4.23102","-76.32844"
"SanAlejo","4","7","3.476354","-76.2019"
"Río Chancos","4","7","3.88135","-76.711"
"Fuente de materiales","4","7","3.675251","-77.150259"
"Valle del Cauca, CO (3.796, -76.98)","4","7","3.795689","-76.98032"
"Vereda El Carmen, Villa Carmelo,Valle del Cauca, CO (3.394, -76.607)","4","7","3.393744","-76.60685"
"via al aeropuerto Gerardo Tovar Lopez Buenaventura","4","7","3.819722","-76.98972"
"Corregimiento de Bitaco, Finca Montebello, Chicoral, La Cumbre, Valle del Cauca","4","7","3.565778","-76.58872"
"Parque de La Flora","4","7","3.484861","-76.52293"
"Dolmetch Arboretum","4","7","3.495493","-76.603546"
"Río Dagua","4","7","3.743972","-77.0277"
"Bosque Yotoco","4","7","3.875183","-76.4359"
"9 jul. 2020 5:33 p. m.-3,71, -76,499","4","7","3.710251","-76.499"
"Lek Gallo de Roca -Pato Leonera","4","7","3.451806","-76.66097"
"Carretera hacia Murrapal (ANC)","4","8","3.554075","-76.87619"
"763517, Finca Martínez Ginebra CO-Valle Del Cauca 3.74040, -76.19081","4","8","3.740399","-76.19081"
"763517, Ginebra CO-Valle Del Cauca (3.7767,-76.1214)","4","8","3.776735","-76.12145"
"Via Rio Bravo","4","8","3.881685","-76.567345"
"Vía El Queremal Antigua","4","8","3.524234","-76.73032"
"Via Buenos Aires, Valle del Cauca, CO (3.912, -76.182)","4","8","3.912073","-76.181946"
"Bitaco, Valle del Cauca, CO (3.592, -76.593)","4","8","3.591658","-76.59278"
"Vía A Montegrande","4","8","4.376404","-75.82348"
"Via a La Elvira, Valle del Cauca, CO (3.526, -76.616)","4","8","3.526328","-76.61582"
"Vía a Borrero Ayerbe, Dagua CO-Valle del Cauca 3.53113, -76.61998","4","8","3.531131","-76.61998"
"Auto selected 3.49039, -76.62841","4","8","3.490387","-76.62841"
"Buenaventura, Valle del Cauca, CO (3.528, -76.742)","4","8","3.527766","-76.741615"
"Vereda La Coca, Corregimiento La Marina, Tuluá","4","8","3.983428","-76.11863"
"Cali - Dagua, Valle del Cauca, CO (3.515, -76.623)","4","8","3.514656","-76.62252"
"Cali - Dagua, Valle del Cauca, CO (3.524, -76.618)","4","8","3.524247","-76.617516"
"Cali - Dagua, Valle del Cauca, CO (3.556, -76.611) k18 - Bitaco - La Cumbre- Valle Del Cauca.","4","8","3.555997","-76.61124"
"Vereda Alto Cielo","4","8","4.748611","-76.19222"
"Verde Esperanza","4","8","3.743972","-76.07186"
"Cali, Calle 22 No. 142-1 a 142-99","4","8","3.31805","-76.52844"
"Valle del Cauca, CO (4.754, -76.29)","4","8","4.753961","-76.29035"
"Valle del Cauca, CO (3.966, -76.434)","4","8","3.966467","-76.4344"
"Unnamed Road, Valle del Cauca, CO (4,825, -76,059)","4","8","4.825033","-76.05878"
"Unnamed Road, Valle del Cauca, CO (3.574, -76.571)","4","8","3.574431","-76.57114"
"(3.6096,-76.8940)","4","8","3.609593","-76.89401"
"Unnamed Road, Valle del Cauca, CO (3,604, -76,577)","4","8","3.604472","-76.5774"
"Unknown Location - (3.605, -76.875)","4","8","3.604503","-76.87546"
"Unknown Location - (3.538, -76.607)","4","8","3.537995","-76.60657"
"(3.6157,-76.9206)","4","8","3.615705","-76.92058"
"Tesera Natural La Tierra Nuestra Buga","4","8","3.885728","-76.13693"
"Sendela La Riqueza(3.605, -76.883)","4","8","3.605038","-76.8828"
"Cascada La Elsa, Anchicaya","4","8","3.576984","-76.78219"
"cascada los caleños - (3.565, -76.758)","4","8","3.565339","-76.75788"
"San Jose del Salado - Parte Alta","4","8","3.558333","-76.736946"
"San Cipriano, Valle del Cauca, CO (3.877, -76.929)","4","8","3.876504","-76.9295"
"Cerro de Las Tres Cruces","4","8","3.467972","-76.545006"
"RNSC Jamaica","4","8","4.388564","-75.8061"
"10-43 Carrera 59, Cali, Valle del Cauca, CO (3,404, -76,54)","4","8","3.40405","-76.54007"
"RN Mi Cafetal.","4","8","4.774946","-76.1847"
"Anchicayá","4","8","3.574945","-76.87954"
"Reserva Pozo Verde","4","8","3.268033","-76.52767"
"Reserva Natural Marandúa","4","8","3.452498","-76.64228"
"Reserva Madhu, Finca La Paula, Valle del Cauca, CO (3.631, -76.197)","4","8","3.630824","-76.19713"
"Predios El Brasil-Bellavista-Aguas Lindas, cgto San Isidro","4","8","4.58125","-75.891945"
"Predios Brazil-San Antonio-Marias, cgto Aures, Caicedonia","4","8","4.219639","-75.85778"
"Predio Los Pinos, cgto Modin, Cartago","4","8","4.647333","-75.884445"
"Predio El Preludio, corregimiento Taguales, La Victoria","4","8","4.407778","-75.89972"
"Predio ""La Castellana""","4","8","3.335056","-76.654167"
"25VL22, Tuluá CO-Valle Del Cauca 3.98225, -75.92116","4","8","3.982248","-75.921165"
"Peña Lisa, Río Sabaletas, Buenaventura","4","8","3.75161","-76.95243"
"3.3180x-76.5285 - May 13, 2017, 6:31 AM CASA SECTOR LA VIGA","4","8","3.318012","-76.52849"
"Parque la Hacienda","4","8","3.395372","-76.53086"
"La Denis","4","8","3.756775","-76.14613"
"La Delfina","4","8","3.816979","-76.788536"
"Aeropuerto Internacional Alfonso Bonilla Aragón","4","8","3.544004","-76.38408"
"El Mirador, Caicedonia, Valle del Cauca, CO (4.319, -75.82)","4","8","4.319353","-75.8201"
"93-40 Calle 4, Valle del Cauca, CO (3,375, -76,547)","4","8","3.374984","-76.54722"
"Home Anabel","4","8","3.317953","-76.52847"
"El Queremal, Buenaventura","4","8","3.52809","-76.71537"
"Hacienda El Roble. Valle del Cauca, CO (4,825, -76,059)","4","8","4.825033","-76.05878"
"Hacienda El Dianante Buga Valle Del Cauca","4","8","3.893716","-76.223625"
"Gato de Tejada","4","8","3.451207","-76.54327"
"Entrada Vereda Cerrito Adentro","4","8","3.638999","-76.18236"
"Escuela Chicoral","4","8","3.577797","-76.58148"
"Finca La Betania","4","8","3.886562","-76.60816"
"1c1-1c35 Carrera 66b, Cali, Valle del Cauca, CO (3.397, -76.554)","4","9","3.397044","-76.55385"
"Mariposario Andoke","4","9","3.426275","-76.57213"
"Unnamed Road, Valle del Cauca, CO (3,746, -76,484)","4","9","3.746421","-76.483734"
